aten_id,aten_id2,evalue,saccver,method,kegg,has_signal,pfam,Entry,Status,Protein names,Gene names,Organism,Length,Organism ID,EC number,Gene ontology IDs,Cross-reference (KEGG),Cross-reference (GeneID),Ensembl transcript,Cross-reference (eggNOG),Cross-reference (KO),Cross-reference (OrthoDB),Cross-reference (BioCyc),Cross-reference (BRENDA),Cross-reference (Reactome),ipr_go
aten_0.1.m1.14968.m1,aten_0.1.m1.14968,1.83E-51,PHF12_MOUSE,blastp,NA,NA,PF00628.28;PF16737.4;PF00498.25;PF13831.5;PF00984.18;PF00130.21,Q5SPL2,reviewed,PHD finger protein 12 (PHD factor 1) (Pf1),Phf12 Kiaa1523,Mus musculus (Mouse),1003,10090,NA,GO:0000122; GO:0001222; GO:0003714; GO:0005634; GO:0005654; GO:0016580; GO:0017053; GO:0035091; GO:0045892; GO:0046872; GO:0070822,mmu:268448;,268448;,ENSMUST00000049167 [Q5SPL2-1];ENSMUST00000108360 [Q5SPL2-2];,KOG4299;ENOG410XQQA;,NA,1203363at2759;,NA,NA,NA,GO:0005515;GO:0003714;GO:0045892
aten_0.1.m1.2926.m1,aten_0.1.m1.2926,6.50E-89,TXLNA_MOUSE,blastp,NA,NA,PF09728.8;PF13747.5;PF13851.5;PF01763.15;PF13990.5;PF13769.5,Q6PAM1,reviewed,Alpha-taxilin,Txlna Txln,Mus musculus (Mouse),554,10090,NA,GO:0005737; GO:0006887; GO:0019905; GO:0042113,mmu:109658;,109658;,ENSMUST00000046425 [Q6PAM1-1];ENSMUST00000084264 [Q6PAM1-1];,KOG1850;ENOG410XQH1;,NA,1249953at2759;,NA,NA,R-MMU-449836;,GO:0019905
aten_0.1.m1.9047.m1,aten_0.1.m1.9047,2.86E-75,MOT10_DANRE,blastp,K08231,NA,PF07690.15;PF13347.5;PF06779.13;PF00083.23,A1L1W9,reviewed,Monocarboxylate transporter 10 (MCT 10) (Solute carrier family 16 member 10),slc16a10 si:ch211-241j12.1 zgc:158478,Danio rerio (Zebrafish) (Brachydanio rerio),505,7955,NA,GO:0005887; GO:0015173; GO:0015349,dre:566499;,566499;,ENSDART00000104762;ENSDART00000131635;,ENOG410IMVX;ENOG410XRHC;,K08187;,916876at2759;,NA,NA,R-DRE-352230;,GO:0005887;GO:0055085
aten_0.1.m1.9985.m1,aten_0.1.m1.9985,1.60E-24,ADRB1_XENLA,blastp,NA,NA,PF00001.20;PF10320.8;PF10328.8;PF06716.10;PF10601.8;PF17204.2,O42574,reviewed,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor) (Beta-1 adrenoceptor) (x-BETA1AR),adrb1,Xenopus laevis (African clawed frog),385,8355,NA,GO:0004940; GO:0005088; GO:0005769; GO:0005886; GO:0016021; GO:0043547; GO:0045823; GO:0071880,xla:399337;,399337;,NA,NA,K04141;,NA,NA,NA,NA,GO:0004930;GO:0007186;GO:0016021
aten_0.1.m1.8266.m1,aten_0.1.m1.8266,5.03E-70,SRSF4_MOUSE,blastp,NA,NA,PF00076.21;PF11608.7;PF13893.5;PF14605.5;PF08777.10;PF11767.7;PF16367.4;PF16842.4,Q8VE97,reviewed,"Serine/arginine-rich splicing factor 4 (Splicing factor, arginine/serine-rich 4)",Srsf4 Sfrs4 MNCb-2616,Mus musculus (Mouse),489,10090,NA,GO:0000381; GO:0002244; GO:0003723; GO:0005634; GO:0016607; GO:0045292; GO:0048025; GO:1990825,NA,NA,NA,KOG0106;COG0724;,NA,NA,NA,NA,R-MMU-159236;R-MMU-72163;R-MMU-72187;R-MMU-73856;,GO:0003676
aten_0.1.m1.30542.m1,aten_0.1.m1.30542,0,ACEA_BACHD,blastp,K01637,NA,PF00463.20;PF13714.5,Q9K9H0,reviewed,Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase),aceA BH2677,Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125),427,272558,4.1.3.1,GO:0004451; GO:0006097; GO:0006099; GO:0046872,bha:BH2677;,NA,NA,COG2224;,K01637;,152545at2;,BHAL272558:G1G3A-2747-MONOMER;,NA,NA,GO:0003824;GO:0004451;GO:0019752
aten_0.1.m1.11800.m1,aten_0.1.m1.11800,9.11E-29,DYRK4_MOUSE,blastp,NA,NA,PF00069.24;PF07714.16,Q8BI55,reviewed,Dual specificity tyrosine-phosphorylation-regulated kinase 4 (EC 2.7.12.1),Dyrk4,Mus musculus (Mouse),632,10090,2.7.12.1,GO:0004674; GO:0004712; GO:0005524; GO:0005737; GO:0043231; GO:0046872,mmu:101320;,101320;,ENSMUST00000078521 [Q8BI55-1];,KOG0667;ENOG410XPET;,K18669;,870358at2759;,NA,NA,NA,GO:0004672;GO:0005524;GO:0006468
aten_0.1.m1.3109.m1,aten_0.1.m1.3109,2.19E-106,TBX18_HUMAN,blastp,K10183,NA,PF00907.21;PF15216.5,O95935,reviewed,T-box transcription factor TBX18 (T-box protein 18),TBX18,Homo sapiens (Human),607,9606,NA,GO:0000976; GO:0000981; GO:0001227; GO:0005634; GO:0042803; GO:0046982; GO:0060829; GO:0072001,hsa:9096;,9096;,ENST00000369663;,KOG3586;ENOG410Y98J;,K10183;,1201455at2759;,NA,NA,NA,GO:0003700;GO:0005634;GO:0006355
aten_0.1.m1.3738.m1,aten_0.1.m1.3738,5.76E-34,AMPP1_CHAGB,blastp,NA,NA,PF00557.23,Q2H8T2,reviewed,Probable Xaa-Pro aminopeptidase P (AMPP) (Aminopeptidase P) (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Prolidase),AMPP CHGG_03372,Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus),624,306901,3.4.11.9,GO:0046872; GO:0070006,NA,4388486;,NA,KOG2413;COG0006;,NA,417805at2759;,NA,NA,NA,
aten_0.1.m1.22473.m1,aten_0.1.m1.22473,5.93E-14,CBX7_MOUSE,blastp,NA,NA,PF00385.23,Q8VDS3,reviewed,Chromobox protein homolog 7,Cbx7 D15Ertd417e,Mus musculus (Mouse),158,10090,NA,GO:0000122; GO:0000790; GO:0000792; GO:0003006; GO:0003682; GO:0003727; GO:0005634; GO:0005654; GO:0005829; GO:0006325; GO:0031519; GO:0032968; GO:0035064; GO:0035102; GO:0042493; GO:0048733,mmu:52609;,52609;,ENSMUST00000109615;ENSMUST00000109616;,KOG2748;ENOG410ZMH7;,K11454;,1628171at2759;,NA,NA,NA,
aten_0.1.m1.17226.m1,aten_0.1.m1.17226,0,CTF18_XENLA,blastp,K11269,NA,PF00004.28;PF07728.13;PF03215.14;PF05496.11;PF13173.5;PF13671.5;PF13401.5;PF06414.11;PF13238.5;PF13191.5;PF00910.21;PF13521.5;PF07726.10;PF13604.5;PF00005.26;PF13638.5;PF13207.5;PF03193.15,Q6NU40,reviewed,Chromosome transmission fidelity protein 18 homolog,chtf18 ctf18,Xenopus laevis (African clawed frog),1000,8355,NA,GO:0003689; GO:0005524; GO:0005634; GO:0005663; GO:0006260; GO:0007049,xla:414577;,414577;,NA,NA,K11269;,307415at2759;,NA,NA,NA,GO:0005524
aten_0.1.m1.7829.m1,aten_0.1.m1.7829,2.40E-29,RM47_BOVIN,blastp,K17428,NA,PF06984.12;PF00831.22,Q08DT6,reviewed,"39S ribosomal protein L47, mitochondrial (L47mt) (MRP-L47)",MRPL47,Bos taurus (Bovine),252,9913,NA,GO:0003735; GO:0005743; GO:0005762; GO:0032543,bta:534317;,534317;,NA,KOG3331;ENOG41121MX;,K17428;,1072631at2759;,NA,NA,NA,GO:0003735;GO:0005840;GO:0006412;GO:0005761
aten_0.1.m1.24229.m1,aten_0.1.m1.24229,8.17E-23,NK2R_BOVIN,blastp,NA,NA,PF00001.20;PF10323.8;PF00558.18;PF01292.19;PF10261.8,P05363,reviewed,Substance-K receptor (SKR) (NK-2 receptor) (NK-2R) (Neurokinin A receptor) (Tachykinin receptor 2),TACR2 TAC2R,Bos taurus (Bovine),384,9913,NA,GO:0004995; GO:0005886; GO:0016021; GO:0016497; GO:0061827; GO:0070472; GO:0097225; GO:1902093,bta:282088;,282088;,ENSBTAT00000028870;,KOG4219;ENOG410XSC5;,K04223;,715197at2759;,NA,NA,R-BTA-380095;R-BTA-416476;,GO:0004930;GO:0007186;GO:0016021
aten_0.1.m1.13553.m1,aten_0.1.m1.13553,0,MKS3_RAT,blastp,K19348,YES,PF09773.8,P0C152,reviewed,Meckelin (Meckel syndrome type 3 protein homolog) (Transmembrane protein 67),Tmem67 Mks3 Wpk,Rattus norvegicus (Rat),992,10116,NA,GO:0005789; GO:0005856; GO:0005886; GO:0010826; GO:0016021; GO:0030659; GO:0035845; GO:0036038; GO:0051787; GO:0060271; GO:1902857; GO:1904294,NA,NA,NA,KOG4611;ENOG410XQCG;,NA,NA,NA,NA,R-RNO-5620912;,GO:0010826;GO:0036038;GO:0060271
aten_0.1.m1.28770.m1,aten_0.1.m1.28770,1.02E-30,RM46_HUMAN,blastp,K17427,NA,PF11788.7;PF02718.13,Q9H2W6,reviewed,"39S ribosomal protein L46, mitochondrial (L46mt) (MRP-L46) (Mitochondrial large ribosomal subunit protein mL46) (P2ECSL)",MRPL46 C15orf4 LIECG2,Homo sapiens (Human),279,9606,NA,GO:0003735; GO:0005654; GO:0005739; GO:0005743; GO:0005762; GO:0016787; GO:0030054; GO:0070125; GO:0070126,hsa:26589;,26589;,ENST00000312475;,KOG4548;ENOG4111HSF;,K17427;,1527405at2759;,NA,NA,R-HSA-5368286;R-HSA-5389840;R-HSA-5419276;,GO:0003735
aten_0.1.m1.15699.m1,aten_0.1.m1.15699,2.50E-43,ZSWM8_MOUSE,blastp,NA,NA,PF04434.16,Q3UHH1,reviewed,Zinc finger SWIM domain-containing protein 8,Zswim8 Kiaa0913,Mus musculus (Mouse),1832,10090,NA,GO:0005829; GO:0008270; GO:0031462; GO:1902667,mmu:268721;,268721;,ENSMUST00000022358 [Q3UHH1-1];ENSMUST00000223840 [Q3UHH1-2];ENSMUST00000224751 [Q3UHH1-3];,KOG3615;ENOG410XPG2;,NA,88229at2759;,NA,NA,NA,GO:0008270
aten_0.1.m1.26179.m1,aten_0.1.m1.26179,1.17E-12,CBX6_MOUSE,blastp,NA,NA,PF00385.23;PF13975.5;PF03732.16;PF13650.5;PF00077.19;PF09668.9;PF08284.10,Q9DBY5,reviewed,Chromobox protein homolog 6,Cbx6,Mus musculus (Mouse),414,10090,NA,GO:0000122; GO:0000792; GO:0003727; GO:0005634; GO:0005886; GO:0006325; GO:0009898; GO:0030175; GO:0030425; GO:0030426; GO:0031175; GO:0031519; GO:0043025,mmu:494448;,494448;,ENSMUST00000109627;,KOG2748;ENOG41122KC;,K11453;,1628171at2759;,NA,NA,NA,GO:0004190;GO:0006508
aten_0.1.m1.12331.m1,aten_0.1.m1.12331,4.84E-63,ZN474_BOVIN,blastp,NA,NA,PF13913.5;PF08209.10;PF10080.8;PF12269.7;PF01667.16;PF05766.11;PF00096.25;PF08782.9;PF02591.14;PF13717.5;PF13894.5;PF05191.13;PF01783.22;PF01155.18;PF14354.5;PF08790.10;PF01286.17;PF00628.28,A6QQM4,reviewed,Zinc finger protein 474,ZNF474,Bos taurus (Bovine),454,9913,NA,GO:0046872,bta:781423;,781423;,ENSBTAT00000026489 [A6QQM4-2];,ENOG410IH9U;ENOG41108Y5;,NA,778172at2759;,NA,NA,NA,
aten_0.1.m1.10866.m1,aten_0.1.m1.10866,6.02E-60,CALM_ELEEL,blastp,NA,NA,PF00036.31;PF13833.5;PF13499.5;PF13405.5;PF07690.15;PF13202.5;PF14658.5;PF06779.13;PF12763.6;PF10591.8;PF03672.12;PF05099.12,P02594,reviewed,Calmodulin (CaM),calm,Electrophorus electricus (Electric eel) (Gymnotus electricus),149,8005,NA,GO:0005509; GO:0019722,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0005509;GO:0005887;GO:0055085
aten_0.1.m1.9019.m1,aten_0.1.m1.9019,3.39E-06,GBA2_HUMAN,blastp,NA,NA,PF12215.7;PF04685.12;PF17167.3,Q9HCG7,reviewed,Non-lysosomal glucosylceramidase (NLGase) (EC 3.2.1.45) (Beta-glucocerebrosidase 2) (Beta-glucosidase 2) (Bile acid beta-glucosidase GBA2) (Bile acid glucosyl transferase GBA2) (Cholesterol glucosyltransferase GBA2) (EC 2.4.1.-) (Cholesteryl-beta-glucosidase GBA2) (EC 3.2.1.104) (Glucosylceramidase 2),GBA2 KIAA1605 SPG46 AD035,Homo sapiens (Human),927,9606,3.2.1.45; 2.4.1.-; 3.2.1.104,GO:0004348; GO:0005790; GO:0005829; GO:0005886; GO:0006680; GO:0006687; GO:0007417; GO:0008203; GO:0008206; GO:0008422; GO:0016021; GO:0016139; GO:0019898; GO:0021954; GO:0030259; GO:0030833; GO:0031113; GO:0042406; GO:0046527; GO:0050295; GO:0090498; GO:0097035,hsa:57704;,57704;,ENST00000378094 [Q9HCG7-2];ENST00000378103 [Q9HCG7-1];,KOG2119;COG4354;,K17108;,207392at2759;,NA,3.2.1.45;,R-HSA-1660662;,GO:0004553;GO:0003824
aten_0.1.m1.4535.m1,aten_0.1.m1.4535,6.66E-24,XAF1_HUMAN,blastp,NA,NA,PF02176.17;PF13913.5;PF12230.7;PF05253.11,Q6GPH4,reviewed,XIAP-associated factor 1 (BIRC4-binding protein),XAF1 BIRC4BP XIAPAF1,Homo sapiens (Human),301,9606,NA,GO:0005634; GO:0005739; GO:0005829; GO:0006915; GO:0008270; GO:0035456; GO:0060337,hsa:54739;,54739;,ENST00000346752 [Q6GPH4-2];ENST00000361842 [Q6GPH4-1];ENST00000571673 [Q6GPH4-4];ENST00000574962 [Q6GPH4-3];,ENOG410IK96;ENOG4110HW5;,NA,1113262at2759;,NA,NA,R-HSA-909733;,GO:0008270
aten_0.1.m1.21151.m1,aten_0.1.m1.21151,1.66E-74,TTC28_HUMAN,blastp,NA,NA,PF13424.5;PF13176.5;PF00515.27;PF12770.6;PF13181.5;PF13374.5;PF07719.16;PF13428.5;PF13174.5;PF10579.8;PF14938.5;PF13432.5;PF01535.19;PF14559.5;PF17140.3;PF13431.5;PF13371.5;PF12862.6;PF13429.5;PF12895.6;PF07721.13;PF13414.5;PF11817.7;PF14853.5;PF11192.7;PF10516.8;PF16068.4,Q96AY4,reviewed,Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio),TTC28 KIAA1043 TPRBK,Homo sapiens (Human),2481,9606,NA,GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686,hsa:23331;,23331;,ENST00000397906;,KOG0548;KOG1130;COG0457;COG4995;ENOG410XP6N;,NA,733786at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.17209.m1,aten_0.1.m1.17209,4.69E-18,ALR_HUMAN,blastp,NA,NA,PF04777.12,P55789,reviewed,FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration) (hERV1) (Hepatopoietin),GFER ALR HERV1 HPO,Homo sapiens (Human),205,9606,1.8.3.2,GO:0005576; GO:0005739; GO:0005758; GO:0005829; GO:0008083; GO:0015035; GO:0016971; GO:0050660,hsa:2671;,2671;,ENST00000248114 [P55789-1];,KOG3355;COG5054;,K17783;,1537996at2759;,NA,1.8.3.2;,R-HSA-1268020;,GO:0016972;GO:0055114;GO:0016971
aten_0.1.m1.23055.m1,aten_0.1.m1.23055,1.41E-83,STXA_SYNVE,blastp,NA,NA,PF00041.20;PF04548.15;PF00735.17;PF16656.4;PF01926.22;PF01580.17;PF13245.5;PF00437.19;PF03193.15;PF13555.5;PF00005.26;PF01935.16;PF02463.18;PF00448.21;PF00350.22;PF10412.8;PF13304.5;PF02492.18;PF13401.5,A0ZSK3,reviewed,Neoverrucotoxin subunit alpha (NeoVTX subunit alpha),NA,Synanceia verrucosa (Reef stonefish),703,51996,NA,GO:0005576; GO:0044179; GO:0090729,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0005515;GO:0005525
aten_0.1.m1.13143.m1,aten_0.1.m1.13143,5.48E-19,EIF3A_XENLA,blastp,NA,NA,PF15696.4;PF07273.11;PF02264.14;PF07943.12;PF09912.8;PF06996.10,A2VD00,reviewed,Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 subunit 10) (eIF-3-theta),eif3a eif3s10,Xenopus laevis (African clawed frog),1424,8355,NA,GO:0001732; GO:0003743; GO:0005852; GO:0016282; GO:0033290,xla:443632;,443632;,NA,NA,K03254;,967904at2759;,NA,NA,NA,
aten_0.1.m1.32651.m1,aten_0.1.m1.32651,6.31E-146,TTC28_HUMAN,blastp,NA,NA,PF13176.5;PF13424.5;PF00515.27;PF13181.5;PF13374.5;PF07719.16;PF10579.8;PF13431.5;PF13429.5;PF13428.5;PF13174.5;PF11192.7;PF10516.8;PF14938.5;PF13432.5;PF01535.19;PF02050.15;PF12862.6;PF12968.6;PF14559.5;PF12770.6;PF05686.11;PF12895.6;PF00995.22;PF17177.3;PF13414.5;PF07996.10;PF16591.4;PF10602.8;PF15393.5;PF07721.13;PF17140.3,Q96AY4,reviewed,Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio),TTC28 KIAA1043 TPRBK,Homo sapiens (Human),2481,9606,NA,GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686,hsa:23331;,23331;,ENST00000397906;,KOG0548;KOG1130;COG0457;COG4995;ENOG410XP6N;,NA,733786at2759;,NA,NA,NA,GO:0005515
aten_0.1.m1.29128.m1,aten_0.1.m1.29128,7.58E-27,G2E3_HUMAN,blastp,NA,NA,PF00632.24,Q7L622,reviewed,G2/M phase-specific E3 ubiquitin-protein ligase (EC 2.3.2.26) (G2/M phase-specific HECT-type E3 ubiquitin transferase),G2E3 KIAA1333,Homo sapiens (Human),706,9606,2.3.2.26,GO:0004842; GO:0005730; GO:0005829; GO:0006915; GO:0007275; GO:0043231; GO:0046872,hsa:55632;,55632;,ENST00000206595;,ENOG410IPTH;ENOG410ZNVY;,K22371;,199998at2759;,NA,NA,NA,GO:0004842
aten_0.1.m1.3589.m1,aten_0.1.m1.3589,4.47E-25,CTHR1_HUMAN,blastp,NA,NA,PF01391.17,Q96CG8,reviewed,Collagen triple helix repeat-containing protein 1 (Protein NMTC1),CTHRC1 UNQ762/PRO1550,Homo sapiens (Human),243,9606,NA,GO:0005109; GO:0005201; GO:0005576; GO:0005581; GO:0005615; GO:0005737; GO:0016477; GO:0017147; GO:0032092; GO:0033690; GO:0043932; GO:0045669; GO:0060071; GO:0060122; GO:0062023; GO:0090090; GO:0090103; GO:0090177,hsa:115908;,115908;,ENST00000330295 [Q96CG8-1];ENST00000520337 [Q96CG8-3];,ENOG410IHSA;ENOG4111TT8;,NA,900867at2759;,NA,NA,NA,
aten_0.1.m1.37164.m1,aten_0.1.m1.37164,2.12E-18,TNKS1_HUMAN,blastp,NA,NA,PF13637.5;PF12796.6;PF13857.5;PF00023.29;PF13606.5;PF03397.13,O95271,reviewed,Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1),TNKS PARP5A PARPL TIN1 TINF1 TNKS1,Homo sapiens (Human),1327,9606,2.4.2.30; 2.4.2.-,GO:0000139; GO:0000209; GO:0000242; GO:0000781; GO:0000784; GO:0003950; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006471; GO:0007052; GO:0008270; GO:0015031; GO:0016055; GO:0016604; GO:0018105; GO:0018107; GO:0031670; GO:0031965; GO:0032210; GO:0032212; GO:0042393; GO:0045944; GO:0051028; GO:0051225; GO:0051301; GO:0051973; GO:0070198; GO:0070212; GO:0070213; GO:0090263; GO:0097431; GO:1904355; GO:1904357; GO:1904743; GO:1904908; GO:1990404,hsa:8658;,8658;,ENST00000310430 [O95271-1];,KOG4177;COG0666;,K10799;,111565at2759;,NA,2.4.2.30;,R-HSA-201681;R-HSA-4641257;R-HSA-5545619;R-HSA-5689880;R-HSA-8948751;,GO:0005515
aten_0.1.m1.12803.m1,aten_0.1.m1.12803,1.14E-11,ZMYM1_HUMAN,blastp,NA,NA,PF14291.5;PF10728.8,Q5SVZ6,reviewed,Zinc finger MYM-type protein 1,ZMYM1,Homo sapiens (Human),1142,9606,NA,GO:0000981; GO:0005634; GO:0006357; GO:0008270; GO:0022604; GO:0046983,hsa:79830;,79830;,ENST00000359858;ENST00000373330;ENST00000611874;ENST00000650449;,ENOG410IXK1;ENOG410XQ1Y;,NA,537563at2759;,NA,NA,NA,
aten_0.1.m1.7690.m1,aten_0.1.m1.7690,1.09E-21,ZN363_HUMAN,blastp,NA,NA,PF13639.5;PF00097.24;PF13920.5;PF13923.5;PF05495.11,Q96PM5,reviewed,RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING finger protein 199) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363) (p53-induced RING-H2 protein) (hPirh2),RCHY1 ARNIP CHIMP PIRH2 RNF199 ZNF363,Homo sapiens (Human),261,9606,2.3.2.27,GO:0000151; GO:0002039; GO:0004842; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016607; GO:0031398; GO:0032436; GO:0042803; GO:0051865; GO:0070987,hsa:25898;,25898;,ENST00000324439 [Q96PM5-1];ENST00000380840 [Q96PM5-7];ENST00000505105 [Q96PM5-4];ENST00000507014 [Q96PM5-8];ENST00000512706 [Q96PM5-6];ENST00000513257 [Q96PM5-2];,KOG1940;ENOG410XXHF;,K10144;,1303946at2759;,NA,2.3.2.B10;6.3.2.19;,R-HSA-110320;R-HSA-983168;,
aten_0.1.m1.24029.m1,aten_0.1.m1.24029,4.04E-10,USOM5_ACRMI,blastp,NA,NA,NA,B8VIU6,reviewed,Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5),NA,Acropora millepora (Staghorn coral) (Heteropora millepora),256,45264,NA,GO:0005576,NA,NA,NA,NA,NA,NA,NA,NA,NA,
aten_0.1.m1.27526.m1,aten_0.1.m1.27526,3.52E-11,SGS1_YEAST,blastp,NA,NA,PF00270.28;PF04851.14;PF09848.8;PF11997.7,P35187,reviewed,ATP-dependent helicase SGS1 (EC 3.6.4.12) (Helicase TPS1),SGS1 TPS1 YMR190C YM9646.02C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1447,559292,3.6.4.12,GO:0000070; GO:0000706; GO:0000722; GO:0000723; GO:0000724; GO:0000729; GO:0000784; GO:0001302; GO:0003677; GO:0004003; GO:0005524; GO:0005634; GO:0005694; GO:0005730; GO:0005737; GO:0006265; GO:0006268; GO:0006281; GO:0006301; GO:0006310; GO:0006974; GO:0009378; GO:0010520; GO:0010947; GO:0031292; GO:0031297; GO:0031422; GO:0031573; GO:0031860; GO:0032508; GO:0035861; GO:0043140; GO:0045132; GO:0051276; GO:0070914; GO:0071140; GO:1903221; GO:1990426,sce:YMR190C;,855228;,NA,NA,K10901;,NA,YEAST:G3O-32877-MONOMER;,3.6.4.12;,NA,GO:0003676;GO:0005524
aten_0.1.m1.896.m1,aten_0.1.m1.896,0,DHE3_RAT,blastp,K00261,NA,PF02812.17;PF00208.20;PF00389.29;PF05088.11,P10860,reviewed,"Glutamate dehydrogenase 1, mitochondrial (GDH 1) (EC 1.4.1.3) (Memory-related gene 2 protein) (MRG-2)",Glud1 Glud,Rattus norvegicus (Rat),558,10116,1.4.1.3,GO:0004352; GO:0004353; GO:0005524; GO:0005525; GO:0005739; GO:0005759; GO:0006538; GO:0006541; GO:0007616; GO:0010044; GO:0019899; GO:0021549; GO:0032024; GO:0072350,rno:24399;,24399;,ENSRNOT00000083446;,KOG2250;COG0334;,K00261;,692851at2759;,NA,1.4.1.3;,R-RNO-2151201;R-RNO-70614;,GO:0016639;GO:0055114;GO:0006520;GO:0016491
aten_0.1.m1.1326.m1,aten_0.1.m1.1326,0,DYSF_HUMAN,blastp,NA,NA,PF00168.29;PF08150.11;PF16165.4;PF08151.11;PF08165.10;PF06398.10,O75923,reviewed,Dysferlin (Dystrophy-associated fer-1-like protein) (Fer-1-like protein 1),DYSF FER1L1,Homo sapiens (Human),2080,9606,NA,GO:0001525; GO:0001778; GO:0001938; GO:0002280; GO:0002281; GO:0005509; GO:0005543; GO:0005544; GO:0005634; GO:0005768; GO:0005769; GO:0005770; GO:0005794; GO:0005815; GO:0005874; GO:0005886; GO:0006071; GO:0006906; GO:0006936; GO:0008017; GO:0010629; GO:0016021; GO:0019915; GO:0030027; GO:0030139; GO:0030315; GO:0030659; GO:0033292; GO:0042177; GO:0042383; GO:0043014; GO:0043403; GO:0045444; GO:0045785; GO:0048747; GO:0050663; GO:0050765; GO:0070062; GO:0071470; GO:0090023; GO:0090279; GO:0098857; GO:1901842; GO:1902915,hsa:8291;,8291;,ENST00000258104 [O75923-1];ENST00000394120 [O75923-14];ENST00000409366 [O75923-10];ENST00000409582 [O75923-7];ENST00000409651 [O75923-8];ENST00000409744 [O75923-12];ENST00000409762 [O75923-5];ENST00000410020 [O75923-13];ENST00000410041 [O75923-11];ENST00000413539 [O75923-2];ENST00000429174 [O75923-4];,KOG1326;ENOG410XPT2;,K18261;,20162at2759;,NA,NA,R-HSA-445355;,GO:0007520;GO:0016021
aten_0.1.m1.21094.m1,aten_0.1.m1.21094,1.14E-28,CSKMT_PONAB,blastp,K00614,NA,PF13649.5;PF08241.11;PF13847.5;PF01209.17;PF08242.11;PF05175.13;PF13489.5;PF01135.18,Q5RCI5,reviewed,"Citrate synthase-lysine N-methyltransferase CSKMT, mitochondrial (CS-KMT) (EC 2.1.1.-) (Methyltransferase-like protein 12, mitochondrial)",CSKMT METTL12,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),240,9601,2.1.1.-,GO:0005739; GO:0006479; GO:0016278; GO:0016279; GO:0018023; GO:0018026; GO:0018027,pon:100172174;,100172174;,ENSPPYT00000003775;,ENOG410IYTJ;ENOG4111PAK;,K00614;,1163024at2759;,NA,NA,NA,GO:0008168
aten_0.1.m1.9951.m1,aten_0.1.m1.9951,3.07E-81,CREL2_DANRE,blastp,NA,YES,PF11938.7;PF07645.14;PF00053.23;PF07974.12;PF07172.10,Q7SXF6,reviewed,Cysteine-rich with EGF-like domain protein 2,creld2 zgc:66383,Danio rerio (Zebrafish) (Brachydanio rerio),341,7955,NA,GO:0005509; GO:0005576; GO:0005783,dre:393495;,393495;,ENSDART00000048383;ENSDART00000193547;,KOG4260;ENOG41107X2;,NA,883628at2759;,NA,NA,NA,GO:0005509
aten_0.1.m1.6649.m1,aten_0.1.m1.6649,1.52E-26,GFPL_ANEMA,blastp,NA,NA,PF01353.21,Q9U6Y6,reviewed,GFP-like fluorescent chromoprotein amFP486,NA,Anemonia manjano (Sea anemone),229,105399,NA,GO:0006091; GO:0008218; GO:0018298,NA,NA,NA,NA,NA,NA,NA,NA,NA,GO:0008218
